URI,Title,RecordId,ParentType URI,From Date,To Date,Authority,Deity,Dynasty,Denomination,Issuer,Manufacture,Material,Mint,Object Type,Portrait,Region,State,Symbol_obv,Symbol_obv_letter,Symbol_rev,Symbol_rev_letter,Obverse Legend,Obverse Type,Reverse Legend,Reverse Type,Reverse Officina Mark,Reverse Exergue,Date Record Modified
http://numismatics.org/ocre/id/ric.1(2).aug.1A,RIC I (second edition) Augustus 1A,ric.1(2).aug.1A,,-25,-23,Augustus,Victory,Julio-Claudian Dynasty,Quinarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,AVGVST,"Head of Augustus, bare, left",P CARISI LEG,"Victory standing right, placing wreath on trophy with dagger and sword at base",,,2025-12-19T06:39:46Z
http://numismatics.org/ocre/id/ric.1(2).aug.1B,RIC I (second edition) Augustus 1B,ric.1(2).aug.1B,,-25,-23,Augustus,Victory,Julio-Claudian Dynasty,Quinarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,AVGVST,"Head of Augustus, bare, left",P CARISI LEG,"Victory standing right, placing wreath on trophy with dagger and sword at base",,,2025-12-19T06:39:52Z
http://numismatics.org/ocre/id/ric.1(2).aug.2A,RIC I (second edition) Augustus 2A,ric.1(2).aug.2A,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVST,"Head of Augustus, bare, right",P CARISIVS LEG PRO PR,"Round shield, spear-head, and curved sword",,,2025-12-19T06:39:52Z
http://numismatics.org/ocre/id/ric.1(2).aug.2B,RIC I (second edition) Augustus 2B,ric.1(2).aug.2B,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVST,"Head of Augustus, bare, left",P CARISIVS LEG PRO PR,"Round shield, spear-head, and curved sword",,,2025-12-19T06:39:53Z
http://numismatics.org/ocre/id/ric.1(2).aug.3,RIC I (second edition) Augustus 3,ric.1(2).aug.3,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVSTVS,"Head of Augustus, bare, right",P CARISIVS LEG PRO PR,"Round shield, spear-head, and curved sword",,,2025-12-19T06:39:53Z
http://numismatics.org/ocre/id/ric.1(2).aug.4A,RIC I (second edition) Augustus 4A,ric.1(2).aug.4A,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVST,"Head of Augustus, bare, right",P CARISIVS LEG PRO PR,Trophy erected on mound of shields,,,2025-12-19T06:39:53Z
http://numismatics.org/ocre/id/ric.1(2).aug.4B,RIC I (second edition) Augustus 4B,ric.1(2).aug.4B,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVST,"Head of Augustus, bare, left",P CARISIVS LEG PRO PR,Trophy erected on mound of shields,,,2025-12-19T06:39:54Z
http://numismatics.org/ocre/id/ric.1(2).aug.5,RIC I (second edition) Augustus 5,ric.1(2).aug.5,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVSTV,"Head of Augustus, bare, right",P CARISIVS LEG PRO PR,Trophy erected on mound of shields,,,2025-12-19T06:39:54Z
http://numismatics.org/ocre/id/ric.1(2).aug.6,RIC I (second edition) Augustus 6,ric.1(2).aug.6,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVST,"Head of Augustus, bare, right",P CARISIVS LEG PRO PR,Trophy resting on head of kneeling captive,,,2025-12-19T06:39:54Z
http://numismatics.org/ocre/id/ric.1(2).aug.7A,RIC I (second edition) Augustus 7A,ric.1(2).aug.7A,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVST,"Head of Augustus, bare, right",P CARISIVS LEG PRO PR,Helmet with stag horns between dagger and bipennis,,,2025-12-19T06:39:54Z
http://numismatics.org/ocre/id/ric.1(2).aug.7B,RIC I (second edition) Augustus 7B,ric.1(2).aug.7B,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVST,"Head of Augustus, bare, left",P CARISIVS LEG PRO PR,Helmet with stag horns between dagger and bipennis,,,2025-12-19T06:39:54Z
http://numismatics.org/ocre/id/ric.1(2).aug.8,RIC I (second edition) Augustus 8,ric.1(2).aug.8,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVSTV,"Head of Augustus, bare, right",P CARISIVS LEG PRO PR,Helmet with stag horns between dagger and bipennis,,,2025-12-19T06:39:55Z
http://numismatics.org/ocre/id/ric.1(2).aug.9A,RIC I (second edition) Augustus 9A,ric.1(2).aug.9A,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVST,"Head of Augustus, bare, right",P CARISIVS LEG PRO PR EMERITA,"City wall, gateway",,,2025-12-19T06:39:55Z
http://numismatics.org/ocre/id/ric.1(2).aug.9B,RIC I (second edition) Augustus 9B,ric.1(2).aug.9B,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVST,"Head of Augustus, bare, left",P CARISIVS LEG PRO PR EMERITA,"City wall, gateway",,,2025-12-19T06:39:55Z
http://numismatics.org/ocre/id/ric.1(2).aug.10,RIC I (second edition) Augustus 10,ric.1(2).aug.10,,-25,-23,Augustus,,Julio-Claudian Dynasty,Denarius,P. Carisius,Struck,Silver,Emerita,Coin,Augustus,Hispania Ulterior,Roman Empire,,,,,IMP CAESAR AVGVSTV,"Head of Augustus, bare, right",P CARISIVS LEG PRO PR EMERITA,"City wall, gateway",,,2025-12-19T06:39:55Z
http://numismatics.org/ocre/id/ric.1(2).aug.11A,RIC I (second edition) Augustus 11A,ric.1(2).aug.11A,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,AVGVST TRIB POTEST,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI EMERITA,Circular city wall with EMERITA inscribed above gateway,,,2025-12-19T06:39:55Z
http://numismatics.org/ocre/id/ric.1(2).aug.11B,RIC I (second edition) Augustus 11B,ric.1(2).aug.11B,,-25,-23,Augustus,,Julio-Claudian Dynasty,Dupondius,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,AVGVST TRIB POTEST,"Head of Augustus, bare, left",P CARISIVS LEG AVGVSTI,Circular city wall with EMERITA inscribed above gateway,,,2025-12-19T06:39:56Z
http://numismatics.org/ocre/id/ric.1(2).aug.12,RIC I (second edition) Augustus 12,ric.1(2).aug.12,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVG TRIB POTEST,"Head of Augustus, bare, right",P CARISIVS LEG,Legend in two lines,,,2025-12-19T06:39:57Z
http://numismatics.org/ocre/id/ric.1(2).aug.13,RIC I (second edition) Augustus 13,ric.1(2).aug.13,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVG TR POTEST,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:57Z
http://numismatics.org/ocre/id/ric.1(2).aug.14,RIC I (second edition) Augustus 14,ric.1(2).aug.14,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVG TRIB POT,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:57Z
http://numismatics.org/ocre/id/ric.1(2).aug.15A,RIC I (second edition) Augustus 15A,ric.1(2).aug.15A,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVG TRIB POTEST,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:57Z
http://numismatics.org/ocre/id/ric.1(2).aug.15B,RIC I (second edition) Augustus 15B,ric.1(2).aug.15B,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVG TRIB POTEST,"Head of Augustus, bare, left",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:57Z
http://numismatics.org/ocre/id/ric.1(2).aug.16,RIC I (second edition) Augustus 16,ric.1(2).aug.16,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVG TRIBVN POTES,"Head of Augustus, bare, left",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:58Z
http://numismatics.org/ocre/id/ric.1(2).aug.17,RIC I (second edition) Augustus 17,ric.1(2).aug.17,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVG TRIBVN POTEST,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:58Z
http://numismatics.org/ocre/id/ric.1(2).aug.18,RIC I (second edition) Augustus 18,ric.1(2).aug.18,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVG TRIBVNI POTES,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:58Z
http://numismatics.org/ocre/id/ric.1(2).aug.19,RIC I (second edition) Augustus 19,ric.1(2).aug.19,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVG TRIBVNIC POTEST,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:58Z
http://numismatics.org/ocre/id/ric.1(2).aug.20,RIC I (second edition) Augustus 20,ric.1(2).aug.20,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGV TRIB POTEST,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:58Z
http://numismatics.org/ocre/id/ric.1(2).aug.21,RIC I (second edition) Augustus 21,ric.1(2).aug.21,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGV TRIBVN POTES,"Head of Augustus, bare, left",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:58Z
http://numismatics.org/ocre/id/ric.1(2).aug.22,RIC I (second edition) Augustus 22,ric.1(2).aug.22,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVS TRIBVN POTES,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:58Z
http://numismatics.org/ocre/id/ric.1(2).aug.23,RIC I (second edition) Augustus 23,ric.1(2).aug.23,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVST TRIB POTEST,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:58Z
http://numismatics.org/ocre/id/ric.1(2).aug.24,RIC I (second edition) Augustus 24,ric.1(2).aug.24,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,P. Carisius,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVST TRIBVN POTEST,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:59Z
http://numismatics.org/ocre/id/ric.1(2).aug.25,RIC I (second edition) Augustus 25,ric.1(2).aug.25,,-25,-23,Augustus,,Julio-Claudian Dynasty,As,,Struck,Bronze,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVST TRIBVNI POTEST,"Head of Augustus, bare, right",P CARISIVS LEG AVGVSTI,Legend in three lines,,,2025-12-19T06:39:59Z
http://numismatics.org/ocre/id/ric.1(2).aug.26A,RIC I (second edition) Augustus 26A,ric.1(2).aug.26A,,-19,-18,Augustus,,Julio-Claudian Dynasty,Aureus,,Struck,Gold,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,,"Head of Augustus, bare, left",CAESAR AVGVSTVS,Legend in two lines between laurel branches,,,2025-12-19T06:39:59Z
http://numismatics.org/ocre/id/ric.1(2).aug.26B,RIC I (second edition) Augustus 26B,ric.1(2).aug.26B,,-19,-18,Augustus,,Julio-Claudian Dynasty,Aureus,,Struck,Gold,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,,"Head of Augustus, bare, left",CAESAR AVGVSTVS,Legend in two lines between laurel branches,,,2025-12-19T06:39:59Z
http://numismatics.org/ocre/id/ric.1(2).aug.27,RIC I (second edition) Augustus 27,ric.1(2).aug.27,,-19,-18,Augustus,,Julio-Claudian Dynasty,Aureus,,Struck,Gold,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,AVGVSTVS,"Head of Augustus, bare, left",IOV TON,Hexastyle Temple,,,2025-12-19T06:40:00Z
http://numismatics.org/ocre/id/ric.1(2).aug.28,RIC I (second edition) Augustus 28,ric.1(2).aug.28,,-19,-18,Augustus,,Julio-Claudian Dynasty,Aureus,,Struck,Gold,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,AVGVSTVS,"Head of Augustus, bare, right",MARTIS VLTORIS,"Domed Temple with four columns. Inside, Mars, helmeted, standing left, right holding aquila, left standard over left shoulder",,,2025-12-19T06:40:00Z
http://numismatics.org/ocre/id/ric.1(2).aug.29A,RIC I (second edition) Augustus 29A,ric.1(2).aug.29A,,-19,-18,Augustus,,Julio-Claudian Dynasty,Aureus,,Struck,Gold,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,AVGVSTVS,"Head of Augustus, bare, right",OB CIVIS SERVATOS,Legend in three lines in oak-wreath,,,2025-12-19T06:40:00Z
http://numismatics.org/ocre/id/ric.1(2).aug.29B,RIC I (second edition) Augustus 29B,ric.1(2).aug.29B,,-19,-18,Augustus,,Julio-Claudian Dynasty,Aureus,,Struck,Gold,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,AVGVSTVS,"Head of Augustus, bare, left",OB CIVIS SERVATOS,Legend in three lines in oak-wreath,,,2025-12-19T06:40:00Z
http://numismatics.org/ocre/id/ric.1(2).aug.30A,RIC I (second edition) Augustus 30A,ric.1(2).aug.30A,,-19,-18,Augustus,,Julio-Claudian Dynasty,Aureus,,Struck,Gold,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,AVGVSTVS,"Head of Augustus, bare, right",OB CIVIS SERVATOS,"Shield, inscribed with S P Q R C LV in two lines, in oak-wreath",,,2025-12-19T06:40:00Z
http://numismatics.org/ocre/id/ric.1(2).aug.30B,RIC I (second edition) Augustus 30B,ric.1(2).aug.30B,,-19,-18,Augustus,,Julio-Claudian Dynasty,Aureus,,Struck,Gold,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,AVGVSTVS,"Head of Augustus, bare, left",OB CIVIS SERVATOS,"Shield, inscribed with S P Q R C LV in two lines, in oak-wreath",,,2025-12-19T06:40:00Z
http://numismatics.org/ocre/id/ric.1(2).aug.31,RIC I (second edition) Augustus 31,ric.1(2).aug.31,,-19,-18,Augustus,Victory,Julio-Claudian Dynasty,Aureus,,Struck,Gold,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,AVGVSTVS,"Head of Augustus, bare, right",S P Q R,"Victory flying right with wreath above shield inscribed CL V, column in background",,,2025-12-19T06:40:01Z
http://numismatics.org/ocre/id/ric.1(2).aug.32,RIC I (second edition) Augustus 32,ric.1(2).aug.32,,-19,-18,Augustus,Victory,Julio-Claudian Dynasty,Aureus,,Struck,Gold,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,AVGVSTVS,"Head of Augustus, bare, right",S P Q R,"Victory flying right with shield to hang on column inscribed, CL V",,,2025-12-19T06:40:01Z
http://numismatics.org/ocre/id/ric.1(2).aug.33A,RIC I (second edition) Augustus 33A,ric.1(2).aug.33A,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,,"Head of Augustus, oak-wreathed, right",CAESAR AVGVSTVS,Legend in two lines above and below laurel branches,,,2025-12-19T06:40:01Z
http://numismatics.org/ocre/id/ric.1(2).aug.33B,RIC I (second edition) Augustus 33B,ric.1(2).aug.33B,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,,"Head of Augustus, oak-wreathed, left",CAESAR AVGVSTVS,Legend in two lines above and below laurel branches,,,2025-12-19T06:40:01Z
http://numismatics.org/ocre/id/ric.1(2).aug.34,RIC I (second edition) Augustus 34,ric.1(2).aug.34,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,,"Head of Augustus, bare, left",CAESAR AVGVSTVS,Legend in two lines above and below shield inscribed CL V,,,2025-12-19T06:40:02Z
http://numismatics.org/ocre/id/ric.1(2).aug.35,RIC I (second edition) Augustus 35,ric.1(2).aug.35,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,,"Head of Augustus, oak-wreathed, left",CAESAR AVGVSTVS,Legend in two lines above and below shield inscribed CL V,,,2025-12-19T06:40:02Z
http://numismatics.org/ocre/id/ric.1(2).aug.36A,RIC I (second edition) Augustus 36A,ric.1(2).aug.36A,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,,"Head of Augustus, oak-wreathed, right",CAESAR AVGVSTVS,Legend in two lines above and below laurel branches flanking S P Q R around shield inscribed CL V,,,2025-12-19T06:40:02Z
http://numismatics.org/ocre/id/ric.1(2).aug.36B,RIC I (second edition) Augustus 36B,ric.1(2).aug.36B,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,,"Head of Augustus, oak-wreathed, left",CAESAR AVGVSTVS,Legend in two lines above and below laurel branches flanking S P Q R around shield inscribed CL V,,,2025-12-19T06:40:02Z
http://numismatics.org/ocre/id/ric.1(2).aug.37A,RIC I (second edition) Augustus 37A,ric.1(2).aug.37A,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, oak-wreathed, right",DIVVS IVLIVS,Comet with eight rays and tail,,,2025-12-19T06:40:02Z
http://numismatics.org/ocre/id/ric.1(2).aug.37B,RIC I (second edition) Augustus 37B,ric.1(2).aug.37B,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, oak-wreathed, left",DIVVS IVLIVS,Comet with eight rays and tail,,,2025-12-19T06:40:03Z
http://numismatics.org/ocre/id/ric.1(2).aug.38A,RIC I (second edition) Augustus 38A,ric.1(2).aug.38A,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, oak-wreathed, right",DIVVS IVLIVS,Comet with eight rays and tail,,,2025-12-19T06:40:03Z
http://numismatics.org/ocre/id/ric.1(2).aug.38B,RIC I (second edition) Augustus 38B,ric.1(2).aug.38B,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, oak-wreathed, left",DIVVS IVLIVS,Comet with eight rays and tail,,,2025-12-19T06:40:03Z
http://numismatics.org/ocre/id/ric.1(2).aug.39A,RIC I (second edition) Augustus 39A,ric.1(2).aug.39A,,-19,-18,Augustus,Mars,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, bare, right",MARTIS VLTORIS,"Domed Temple with four columns. Inside, Mars, helmeted, standing left, holding aquila in right hand and standard over left shoulder",,,2025-12-19T06:40:03Z
http://numismatics.org/ocre/id/ric.1(2).aug.39B,RIC I (second edition) Augustus 39B,ric.1(2).aug.39B,,-19,-18,Augustus,Mars,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, bare, left",MARTIS VLTORIS,"Domed Temple with four columns. Inside, Mars, helmeted, standing left, holding aquila in right hand and standard over left shoulder",,,2025-12-19T06:40:04Z
http://numismatics.org/ocre/id/ric.1(2).aug.40A,RIC I (second edition) Augustus 40A,ric.1(2).aug.40A,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, bare, right",OB CIVIS SERVATOS,Oak-wreath,,,2025-12-19T06:40:04Z
http://numismatics.org/ocre/id/ric.1(2).aug.40B,RIC I (second edition) Augustus 40B,ric.1(2).aug.40B,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, bare, left",OB CIVIS SERVATOS,Oak-wreath,,,2025-12-19T06:40:04Z
http://numismatics.org/ocre/id/ric.1(2).aug.41,RIC I (second edition) Augustus 41,ric.1(2).aug.41,,-19,-18,Augustus,Mars,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, bare, right",SIGNIS RECEPTIS,"Mars, helmeted and cloaked, standing front, head right, holding aquila in right hand and standard on left shoulder",,,2025-12-19T06:40:05Z
http://numismatics.org/ocre/id/ric.1(2).aug.42A,RIC I (second edition) Augustus 42A,ric.1(2).aug.42A,,-20,-19,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, bare, right",S P Q R CL V,Legend in two lines on shield,,,2025-12-19T06:40:05Z
http://numismatics.org/ocre/id/ric.1(2).aug.42B,RIC I (second edition) Augustus 42B,ric.1(2).aug.42B,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, bare, left",S P Q R CL V,Legend in two lines on shield,,,2025-12-19T06:40:05Z
http://numismatics.org/ocre/id/ric.1(2).aug.43A,RIC I (second edition) Augustus 43A,ric.1(2).aug.43A,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, bare, right",S P Q R,CL V inscribed on shield,,,2025-12-19T06:40:05Z
http://numismatics.org/ocre/id/ric.1(2).aug.43B,RIC I (second edition) Augustus 43B,ric.1(2).aug.43B,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, bare, left",S P Q R,CL V inscribed on shield,,,2025-12-19T06:40:05Z
http://numismatics.org/ocre/id/ric.1(2).aug.44,RIC I (second edition) Augustus 44,ric.1(2).aug.44,,-19,-18,Augustus,,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, bare, left",S P Q R,Legend in two lines above and below shield inscribed CL V,,,2025-12-19T06:40:06Z
http://numismatics.org/ocre/id/ric.1(2).aug.45,RIC I (second edition) Augustus 45,ric.1(2).aug.45,,-19,-18,Augustus,Victory,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, bare, right",S P Q R,"Victory flying right with wreath above shield inscribed CL V, column in background",,,2025-12-19T06:40:06Z
http://numismatics.org/ocre/id/ric.1(2).aug.46,RIC I (second edition) Augustus 46,ric.1(2).aug.46,,-19,-18,Augustus,Victory,Julio-Claudian Dynasty,Denarius,,Struck,Silver,Caesaraugusta,Coin,Augustus,Hispania Citerior,Roman Empire,,,,,CAESAR AVGVSTVS,"Head of Augustus, oak-wreathed, left",S P Q R,"Victory flying right with wreath above shield inscribed CL V, column in background",,,2025-12-19T06:40:06Z
